prompt,completion
Generate ESB ItemName:Crystal Scrolland it's \nDescription: ,"Secret crystal scroll of the Grand Archives of Lothric.>>Give to a sorcerer to learn crystal sorceries.>>These sorceries are the work of the paledrake, Seath the Scaleless, whom Logan is said to have met, a branch of sorcery that has been carried on by the Crystal Sages."
Generate ESB ItemName:Crystal Shieldand it's \nDescription: ,A fully crystallized straight shield. How such a weapon was created is entirely unknown. The crystallization boosts its defense but makes the shield brittle. The shield cannot be used for long as it cannot be repaired
Generate ESB ItemName:Cursebite Ringand it's \nDescription: ,"One of several bite rings, known for their peculiar design. Increases curse resistance. The similar, oddly disturbing design of these rings suggests a common source. Whoever the master craftsman was, he clearly knew his trade."
Generate ESB ItemName:Cursed Fire Blood Gemstoneand it's \nDescription: ,"A blood gem that fortifies weapons and adds various properties. The sticky spots are indicative of a curse, but this gem's malicious effects are perfect for bolstering certain types of weapons. Most radial blood gems have effects that bear upon physical attacks A blood gem that fortifies weapons and adds various properties. The sticky spots and indicative of a curse, but this gem's malicious effects are perfect for bolstering certain types of weapons. Most radial blood gems have effects that bear upon physical attacks"
Generate ESB ItemName:Cursed Tempering Blood Gemstoneand it's \nDescription: ,"A blood gem that fortifies weapons and adds various properties. The sticky spots are indicative of a curse, but this gem's malicious effects are perfect for bolstering certain types of weapons. Most radial blood gems have effects that bear upon physical attacks"
Generate ESB ItemName:Dark Clutch Ringand it's \nDescription: ,"Ring depicting a hand grasping a purple stone. Increases dark attack, but compromises damage absorption.>>An old fable in Londor claims that the lure of the clutch ring reaches out to the crestfallen, who might otherwise be overcome by despair."
Generate ESB ItemName:Dark Quartz Ringand it's \nDescription: ,"A ring bestow upon students of a certain standard at the Melfian Magic Academy. It's lightning quartz increases lightning defense. Pyromancer Glocken crafted so many of these replicas that they became widespread, such that his fellow magicians harshly scolded him for undermining lessons gained from harsh training."
Generate ESB ItemName:Dark Sigiland it's \nDescription: ,"A black gaping hole in the flesh that resembles the brand of an Undead.>>The darkness of humanity seeps from this bottomless pitch-back hole, the gap filled by the accumulation of the curse.>>This Dark Sigil will never heal, but there is a tale told of a Fire Keeper who returned from the Abyss, and brought great comfort to a bearer of the curse."
Generate ESB ItemName:Dark Wood Grain Ringand it's \nDescription: ,"This special ring crafted in an Eastern land is made of gold, but with a wood grain crest on its surface. Agents of subterfuge in this faraway land are particularly fond of the dark gold wood grain, which greatly alters its wearer's rolling action."
Generate ESB ItemName:Darkmoon Blade Covenant Ringand it's \nDescription: ,"Ring granted to those bound by the Darkmoon Blade covenant. Answer Dark Sun Gwyndolin's summoning. Gwyndolin, all too aware of his repulsive, frail appearance, created the illusion of a sister Gwynevere, who helps him guard over Anor Londo. An unmasking of these deities would be tantamount to blasphemy."
Generate ESB ItemName:Darkmoon Ringand it's \nDescription: ,"Ring of the moon deity Gwyndolin, youngest son of Gwyn, the First Lord.>>Adds many slots for attunement.>>Gwyndolin, also known as the Dark Sun, commands the Darkmoon Knights, and bestows this ring upon the best of them."
Generate ESB ItemName:Darkmoon Seance Ringand it's \nDescription: ,"This ring is granted to adherents of Gwyndolin, Darkmoon deity and last born of Gwyn, Lord of Sunlight. Grants additional magic attunement slots. The Dark Sun Gwyndolin is the only remaining deity in Anor Londo. His followers are few, but their tasks are of vital importance."
Generate ESB ItemName:Darksignand it's \nDescription: ,"The Darksign signifies an accursed Undead. Those branded with it are reborn after death, but will one day lose their mind and go hollow. Death triggers the Darksign, which returns its bearer to the last bonfire rested at, but at the cost of all humanity and souls."
Generate ESB ItemName:Darksignand it's \nDescription: ,"The Darksign signifies an accursed Undead. Those branded with it are reborn after death, but will one day lose their mind and go hollow. Death triggers the Darksign, which returns its bearer to the last bonfire rested at, but at the cost of all humanity and souls."
Generate ESB ItemName:Darksignand it's \nDescription: ,"An accursed mark. The Darksign induces death, returning the player to the last bonfire rested at, at the cost of all souls held.>>Do what you must to gather the pieces, scraping them into some semblance of a whole, before the will to do so fades."
Generate ESB ItemName:Deep Braille Divine Tomeand it's \nDescription: ,"A braille divine tome of the Deep, belonging to the deacons of the cathedral.>>Intended to teach divine protection to the deacons of the deep, but later, dark tales were added to its pages, such that it is now considered a thing profane."
Generate ESB ItemName:Deep Ringand it's \nDescription: ,"A ring bestowed upon the Deacons of the Cathedral of the Deep. Allows attunement of additional spells.>>In the Cathedral slumber things most terrible, and as such, the deacons require a grand narrative, to ensure they do not falter in their duty. A philosophy, to ward away the madness beckoned by the grotesqueries at hand."
Generate ESB ItemName:Deep Sea Runeand it's \nDescription: ,"A secret symbol left by Caryll, runesmith of Byrgenwerth. This transcription of the Great Ones' inhuman voices depicts downreaching currents. This rune means Deep Sea and grants augmented resistance. Great volumes of water serve as a bulwark guarding sleep, and an augur of the eldritch Truth. Overcome this hindrance, and seek what is yours."
Generate ESB ItemName:Delayed Molotovand it's \nDescription: ,"A special hunter tool crafted by the old Oto Workshop. These molotovs wedge into the ground when thrown, and explode on a timed delay. A shame that such a complex gadget must be sacrificed with each use of this inefficient hunter tool. Nevertheless, delayed molotovs are cherished by the minority of hunters who prefer the tricksier kill. This creation is one of the earliest- known roots of the Powder Kegs."
Generate ESB ItemName:Delayed Rope Molotovand it's \nDescription: ,"A special hunter tool crafted by the old Oto Workshop. These molotovs wedge into the ground when thrown behind one's back, and explode on a timed delay. A shame that such a complex gadget must be sacrificed with each use of this inefficient hunter tool. Nevertheless, delayed molotovs are cherished by the minority of hunters who prefer the tricksier kill. This creation is one of the earliest-known roots of the Powder Kegs."
Generate ESB ItemName:Delicate Stringand it's \nDescription: ,"A soft string-like ring tied around the finger. Makes it easier for invaders to find your world. Who would create such a ring, and why? Perhaps the answer is better left unknown."
Generate ESB ItemName:Dexterity Ringand it's \nDescription: ,"An oddly deformed iron ring. Increases the dexterity of its wearer. The Old Iron King ruled over a great age of iron. The King's power allowed him to mold iron freely, as if he held sway over the forces of life and creation."
Generate ESB ItemName:Dirty Damp Blood Gemand it's \nDescription: ,"A blood gem that fortifies weapons and adds various properties. This particular specimen has a pronounced effect, due to its extended state of dampness. Most radial blood gems have effects that bear upon physical attacks."
Generate ESB ItemName:Diry Blood Gemstoneand it's \nDescription: ,"A blood gem that fortifies weapons and adds various properties. Blood gems are especially rare blood stones that grow on cold blood. Blood gems are kneaded into weapons using workshop tools, but only when of matching shape. Most waning blood gems provide rare special effects such as fire, bolt, or healing."
