Name,Descriptions,Keywords,Challenge,meta,Armor Class,Hit Points,Speed,STR,STR_mod,DEX,DEX_mod,CON,CON_mod,INT,INT_mod,WIS,WIS_mod,CHA,CHA_mod,Saving Throws,Skills,Senses,Languages,Traits,Actions,Legendary Actions,Damage Immunities,Condition Immunities,Damage Resistances,Damage Vulnerabilities,Reactions
Giant Wolf Spider,The Giant Wolf Spider is a massive spider that can be found in the dark depths of Lordran. This spider is incredibly aggressive and will quickly attack any player that comes close. The Giant Wolf Spider has a large amount of health and can deal a significant amount of damage with its powerful attacks.,"Dark and Dangerous , Monster , Deadly , Spider",1/4 (50 Souls),Medium beast,13,11 (2d8 + 2),"40 ft., climb 40 ft.",12,(+1),16,(+3),13,(+1),3,(-4),12,(+1),4,(-3),,"Perception +3, Stealth +7","Blindsight 10 ft., Darkvision 60 ft., Passive Perception 13",--,"<p><em><strong>Spider Climb.</strong></em> The spider can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check.</p><p><em><strong>Web Sense.</strong></em> While in contact with a web, the spider knows the exact location of any other creature in contact with the same web.</p><p><em><strong>Web Walker.</strong></em> The spider ignores movement restrictions caused by webbing.</p>","<p><em><strong>Bite.</strong></em> <em>Melee Weapon Attack:</em> +3 to hit, reach 5 ft., one creature. <em>Hit:</em> 4 (1d6 + 1) piercing damage, and the target must make a DC 11 Constitution saving throw, taking 7 (2d6) poison damage on a failed save, or half as much damage on a successful one. If the poison damage reduces the target to 0 hit points, the target is stable but poisoned for 1 hour, even after regaining hit points, and is paralyzed while poisoned in this way.</p>",,,,,,
Gibbering Mouther,"This monster would be a gibbering, monstrous creature with a mouth full of razor-sharp teeth. It would be fast and agile, making it hard to hit, and would be able to spit acid at its enemies.","Horror , Monster , Fear , Danger",2 (450 Souls),"Medium aberration,",9,67 (9d8 + 27),"10 ft., swim 10 ft.",10,(+0),8,(-1),16,(+3),3,(-4),10,(+0),6,(-2),,,"Darkvision 60 ft., Passive Perception 10",--,"<p><em><strong>Aberrant Ground.</strong></em> The ground in a 10-foot radius around the mouther is doughlike difficult terrain. Each creature that starts its turn in that area must succeed on a DC 10 Strength saving throw or have its speed reduced to 0 until the start of its next turn. </p><p><em><strong>Gibbering.</strong></em> The mouther babbles incoherently while it can see any creature and isn't incapacitated. Each creature that starts its turn within 20 feet of the mouther and can hear the gibbering must succeed on a DC 10 Wisdom saving throw. On a failure, the creature can't take reactions until the start of its next turn and rolls a d8 to determine what it does during its turn. On a 1 to 4, the creature does nothing. On a 5 or 6, the creature takes no action or bonus action and uses all its movement to move in a randomly determined direction. On a 7 or 8, the creature makes a melee attack against a randomly determined creature within its reach or does nothing if it can't make such an attack.</p>","<p><em><strong>Multiattack.</strong></em> The gibbering mouther makes one bite attack and, if it can, uses its Blinding Spittle. </p><p><em><strong>Bite.</strong></em>. <em>Melee Weapon Attack:</em> +2 to hit, reach 5 ft., one creature. <em>Hit:</em> 17 (5d6) piercing damage. If the target is Medium or smaller, it must succeed on a DC 10 Strength saving throw or be knocked prone. If the target is killed by this damage, it is absorbed into the mouther. </p><p><em><strong>Blinding Spittle (Recharge 5â€“6).</strong></em> The mouther spits a chemical glob at a point it can see within 15 feet of it. The glob explodes in a blinding flash of light on impact. Each creature within 5 feet of the flash must succeed on a DC 13 Dexterity saving throw or be blinded until the end of the mouther's next turn.</p>",,,Prone,,,
Glabrezu,"The Glabrezu is a massive, four-armed demon with a dog-like head. It is covered in thick, black fur, and has large, sharp claws. It is incredibly strong, and can easily crush opponents with its powerful limbs. It is also very fast and agile, making it a difficult opponent to defeat.","Evil , Demons , Strength , Agility","9 (5,000 Souls)","Large fiend,",17 (Natural Armor),157 (15d10 + 75),40 ft.,20,(+5),15,(+2),21,(+5),19,(+4),17,(+3),16,(+3),"STR +9, CON +9, WIS +7, CHA +7",,"Truesight 120 ft., Passive Perception 13","Abyssal, Telepathy 120 ft.","<p><em><strong>Innate Spellcasting.</strong></em> The glabrezu's spellcasting ability is Intelligence (spell save DC 16). The glabrezu can innately cast the following spells, requiring no material components: </p><p>At will: darkness, detect magic, dispel magic </p><p>1/day each: confusion, fly, power word stun </p><p><em><strong>Magic Resistance.</strong></em> The glabrezu has advantage on saving throws against spells and other magical effects.</p>","<p><em><strong>Multiattack.</strong></em> The glabrezu makes four attacks: two with its pincers and two with its fists. Alternatively, it makes two attacks with its pincers and casts one spell. </p><p><em><strong>Pincer.</strong></em> <em>Melee Weapon Attack:</em> +9 to hit, reach 10 ft., one target. <em>Hit:</em> 16 (2d10 + 5) bludgeoning damage. If the target is a Medium or smaller creature, it is grappled (escape DC 15). The glabrezu has two pincers, each of which can grapple only one target. </p><p><em><strong>Fist.</strong></em> <em>Melee Weapon Attack:</em> +9 to hit, reach 5 ft., one target. <em>Hit:</em> 7 (2d4 + 2) bludgeoning damage.</p>",,Poison,Poisoned,"Cold, Fire, Lightning; Bludgeoning, Piercing, and Slashing from Nonmagical Attacks",,
Gladiator,"The Gladiator is a fearsome opponent, clad in heavy armor and wielding a large shield and a sword. It is a slow but powerful fighter, capable of dealing massive damage with its attacks.","Warrior , Hero , Myth , Battle","5 (1,800 Souls)",Medium humanoid,"16 (Studded Leather, Shield)",112 (15d8 + 45),30 ft.,18,(+4),15,(+2),16,(+3),10,(+0),12,(+1),15,(+2),"STR +7, DEX +5, CON +6","Athletics +10, Intimidation +5",Passive Perception 11,Any one language (usually Common),<p><em><strong>Brave.</strong></em> The gladiator has advantage on saving throws against being frightened. </p><p><em><strong>Brute.</strong></em> A melee weapon deals one extra die of its damage when the gladiator hits with it (included in the attack).</p>,"<p><em><strong>Multiattack.</strong></em> The gladiator makes three melee attacks or two ranged attacks. </p><p><em><strong>Spear.</strong></em> <em>Melee or <em>Ranged Weapon Attack:</em></em> +7 to hit, reach 5 ft. and range 20/60 ft., one target. <em>Hit:</em> 11 (2d6 + 4) piercing damage, or 13 (2d8 + 4) piercing damage if used with two hands to make a melee attack. </p><p><em><strong>Shield Bash.</strong></em> <em>Melee Weapon Attack:</em> +7 to hit, reach 5 ft., one creature. <em>Hit:</em> 9 (2d4 + 4) bludgeoning damage. If the target is a Medium or smaller creature, it must succeed on a DC 15 Strength saving throw or be knocked prone.</p>",,,,,,"<p><em><strong>Parry.</strong></em> The gladiator adds 3 to its AC against one melee attack that would hit it. To do so, the gladiator must see the attacker and be wielding a melee weapon.</p>"
Gnoll,"The Gnoll is a hulking, bestial creature that lumbers around on all fours, gnashing its teeth and drooling with hunger. It is covered in shaggy fur, and its eyes gleam with a feral intelligence. It is a fearsome opponent, capable of rending flesh from bone with its powerful claws.","Bestial , Feral , Hulking , Intelligent",1/2 (100 Souls),"Medium humanoid,","15 (Hide Armor, Shield)",22 (5d8),30 ft.,14,(+2),12,(+1),11,(+0),6,(-2),10,(+0),7,(-2),,,"Darkvision 60 ft., Passive Perception 10",Gnoll,"<p><em><strong>Rampage.</strong></em> When the gnoll reduces a creature to 0 hit points with a melee attack on its turn, the gnoll can take a bonus action to move up to half its speed and make a bite attack.</p>","<p><em><strong>Bite.</strong></em> <em>Melee Weapon Attack:</em> +4 to hit, reach 5 ft., one creature. <em>Hit:</em> 4 (1d4 + 2) piercing damage. </p><p><em><strong>Spear.</strong></em> <em>Melee or <em>Ranged Weapon Attack:</em></em> +4 to hit, reach 5 ft. or range 20/60 ft., one target. <em>Hit:</em> 5 (1d6 + 2) piercing damage, or 6 (1d8 + 2) piercing damage if used with two hands to make a melee attack. </p><p><em><strong>Longbow.</strong></em> <em>Ranged Weapon Attack:</em> +3 to hit, range 150/600 ft., one target. <em>Hit:</em> 5 (1d8 + 1) piercing damage.</p>",,,,,,
Goat man,"The Goatman is a large, humanoid creature with the head and fur of a goat. It is incredibly agile and attacks with its sharp horns and hooves.","Monsters , Mythology , Folklore , Nature",0 (10 Souls),Medium beast,10,4 (1d8),40 ft.,12,(+1),10,(+0),11,(+0),2,(-4),10,(+0),5,(-3),,,Passive Perception 10,--,"<p><em><strong>Charge.</strong></em> If the goat moves at least 20 feet straight toward a target and then hits it with a ram attack on the same turn, the target takes an extra 2 (1d4) bludgeoning damage. If the target is a creature, it must succeed on a DC 10 Strength saving throw or be knocked prone. </p><p><em><strong>Sure-Footed.</strong></em> The goat has advantage on Strength and Dexterity saving throws made against effects that would knock it prone.</p>","<p><em><strong>Ram.</strong></em> <em>Melee Weapon Attack:</em> +3 to hit, reach 5 ft., one target. <em>Hit:</em> 3 (1d4 + 1) bludgeoning damage.</p>",,,,,,
Goblin,"The Goblin is a small, humanoid creature that is weak and easily killed. It has no real combat ability and exists only to annoy and harass the player. It is fast and agile, making it hard to hit, and its small size makes it hard to damage with most weapons.","Threat , Trickery , Speed , Agility",1/4 (50 Souls),"Small humanoid,","15 (Leather Armor, Shield)",7 (2d6),30 ft.,8,(-1),14,(+2),10,(+0),10,(+0),8,(-1),8,(-1),,Stealth +6,"Darkvision 60 ft., Passive Perception 9","Common, Goblin",<p><em><strong>Nimble Escape.</strong></em> The goblin can take the Disengage or Hide action as a bonus action on each of its turns.</p>,"<p><em><strong>Scimitar.</strong></em> <em>Melee Weapon Attack:</em> +4 to hit, reach 5 ft., one target. <em>Hit:</em> 5 (1d6 + 2) slashing damage. </p><p><em><strong>Shortbow.</strong></em> <em>Ranged Weapon Attack:</em> +4 to hit, range 80/320 ft., one target. <em>Hit:</em> 5 (1d6 + 2) piercing damage.</p>",,,,,,
Gold Dragon Wyrmling,"This monster is a small, gold-colored dragon. It has a long, slender body and small wings. Its head is adorned with a pair of horns, and its tail is long and thin. It is a young dragon, and is not yet fully grown.","Dragons , Gold , Dragonlings , Small",3 (700 Souls),"Medium dragon,",17 Natural Armor,60 (8d8 + 24),"30 ft., fly 60 ft., swim 30 ft.",19,(+4),14,(+2),17,(+3),14,(+2),11,(+0),16,(+3),"DEX +4, CON +5, WIS +2, CHA +5","Perception +4, Stealth +4","Blindsight 10 ft., Darkvision 60 ft., Passive Perception 14",Draconic,<p><strong>Amphibious</strong>: The dragon can breathe air and water.</p>,"<p><strong>Bite</strong>: <em>Melee Weapon Attack</em>: +6 to hit, reach 5 ft., one target. <em>Hit</em>: 9 (1d10 + 4) piercing damage.</p><p><strong>Breath Weapons (Recharge 5â€“6)</strong>: The dragon uses one of the following breath weapons.</p><p><strong>Fire Breath</strong>: The dragon exhales fire in a 15-foot cone. Each creature in that area must make a DC 13 Dexterity saving throw, taking 22 (4d10) fire damage on a failed save, or half as much damage on a successful one.</p><p><strong>Weakening Breath</strong>: The dragon exhales gas in a 15-foot cone. Each creature in that area must succeed on a DC 13 Strength saving throw or have disadvantage on Strength-based attack rolls, Strength checks, and Strength saving throws for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.</p>",,Fire,,,,
Gorgon,"The Gorgon is a massive, serpentine creature with a head of writhing snakes instead of hair. It has a pair of large, leathery wings, and its body is covered in thick scales. It is incredibly fast and agile, and its venomous fangs can paralyze or even kill its prey.","Monsters , Fear , Transformation , Mythology","5 (1,800 Souls)",Large monstrosity,19 (Natural Armor),114 (12d10 + 48),40 ft.,20,(+5),11,(+0),18,(+4),2,(-4),12,(+1),7,(-2),,Perception +4,"Darkvision 60 ft., Passive Perception 14",--,"<p><em><strong>Trampling Charge.</strong></em> If the gorgon moves at least 20 feet straight toward a creature and then hits it with a gore attack on the same turn, that target must succeed on a DC 16 Strength saving throw or be knocked prone. If the target is prone, the gorgon can make one attack with its hooves against it as a bonus action.</p>","<p><em><strong>Gore.</strong></em> <em>Melee Weapon Attack:</em> +8 to hit, reach 5 ft., one target. <em>Hit:</em> 18 (2d12 + 5) piercing damage.</p><p><em><strong>Hooves.</strong></em> <em>Melee Weapon Attack:</em> +8 to hit, reach 5 ft., one target. <em>Hit:</em> 16 (2d10 + 5) bludgeoning damage. </p><p><em><strong>Petrifying Breath (Recharge 5â€“6).</strong></em> The gorgon exhales petrifying gas in a 30-foot cone. Each creature in that area must succeed on a DC 13 Constitution saving throw. On a failed save, a target begins to turn to stone and is restrained. The restrained target must repeat the saving throw at the end of its next turn. On a success, the effect ends on the target. On a failure, the target is petrified until freed by the greater restoration spell or other magic.</p>",,,Petrified,,,
Gray Ooze,"The Gray Ooze is a large, amorphous blob of black goo. It is slow and sluggish, but can spit acid at its enemies. It is weak to fire and lightning.","Sluggishness , Acid , Weakness to fire and lightning , Amorphous",1/2 (100 Souls),Medium ooze,8,22 (3d8 + 9),"10 ft., climb 10 ft.",12,(+1),6,(-2),16,(+3),1,(-5),6,(-2),2,(-4),,Stealth +2,"Blindsight 60 ft., Passive Perception 8",--,"<p><em><strong>Amorphous.</strong></em> The ooze can move through a space as narrow as 1 inch wide without squeezing. </p><p><em><strong>Corrode Metal.</strong></em> Any nonmagical weapon made of metal that hits the ooze corrodes. After dealing damage, the weapon takes a permanent and cumulative âˆ’1 penalty to damage rolls. If its penalty drops to âˆ’5, the weapon is destroyed. Nonmagical ammunition made of metal that hits the ooze is destroyed after dealing damage.</p><p>The ooze can eat through 2-inch-thick, nonmagical metal in 1 round. </p><p><em><strong>False Appearance.</strong></em> While the ooze remains motionless, it is indistinguishable from an oily pool or wet rock.</p>","<p><em><strong>Pseudopod.</strong></em> <em>Melee Weapon Attack:</em> +3 to hit, reach 5 ft., one target. <em>Hit:</em> 4 (1d6 + 1) bludgeoning damage plus 7 (2d6) acid damage, and if the target is wearing nonmagical metal armor, its armor is partly corroded and takes a permanent and cumulative âˆ’1 penalty to the AC it offers. The armor is destroyed if the penalty reduces its AC to 10.</p>",,,"Blinded, Charmed, Deafened, Exhaustion, Frightened, Prone","Acid, Cold, Fire",,
