Prompt,Completion,Item Name,Item Description,ItemType
ItemName,,Church Pick,"One of the old trick weapons of the Healing Church, a hunting weapon formed from one of the giant picks that appear in old beast tales. The Church Pick initially serves as a large sword, but when transformed functions as an extended war pick. In spite of its origins, it is a highly practical weapon.",
ItemName,,Cinquedea,"Short sword given to high ranking clergymen of Farum Azula.
Raises potency of bestial incantations.

The design celebrates a beast's five fingers, symbolic of the intelligence once granted upon their kind.",
ItemName,,Cipher Pata,"One of the weapons originating from the Two Fingers. A formless sequence of ciphers comprise its blade, and as such no shield can repel it. Deals holy damage.

The furtive inscription appears to hang in the air; the language of light spoken by the Two Fingers.",
ItemName,,Clawmark Seal,"A sacred seal given by Gurranq, the Beast
Clergyman. A rare trinket which allows incantations to be scaled with strength. 

The claw mark represents Gurranq's wrath. Enhances bestial incantations learned from Gurranq.",
ItemName,,Claws,"A weapon formed by three sharped claws.Attacks cause bleeding, and the wounds inflicted are not easily mended. Preferred weapon of the spooks of an Eastern land.",
ItemName,,Clayman's Harpoon,"Harpoon with a tip made from a sharpened meteorite shard.

Wielded by the claymen who infest dynastic remains.

The blade emits a faint light and deals magic damage.",
ItemName,,Claymore,".A very large greatsword. Very heavy, and designed for use with both hands.Allows for broad attacks that are effective against multiple foes. Requires great strength and experience to handle effectively.",
ItemName,,Cleanrot Knight's Sword,"Piercing sword of the Cleanrot Knights who fought alongside
Malenia, Blade of Miquella.

Mainly used as a backup weapon, in combination with a long-
handled armament.",
ItemName,,Cleanrot Spear,"Spear of the Cleanrot Knights who fought alongside Malenia, Blade of Miquella.

The winged golden blade deals holy damage. The diminutive shield is blessed with an incantation that wards off rot.",
ItemName,,Cleric's Candlestick,"Candle stick used as both sword and catalyst. Used for worship by the Deacons of the Deep.The deacons, under the guidance of Archdeacon McDonnell, became both Clergymen and sorcerers.",
ItemName,,Cleric's Sacred Chime,"Most clerics receive this as their first sacred chime. A catalyst for miracles and hexes.To use miracles, equip a sacred chime and attune a miracle at a bonfire.The strength of most miracles is affected by the caster's faith.",
ItemName,,Clinging Bone,"Horrific weapon made of a hardened skeletal arm. Wielded by Ensha of the Royal Remains.

Fitted by placing one's hands into the fists' grips until they dig in.
""""O clinging creature. A king relinquishes not the hand.""""",
ItemName,,Club,A simple wooden club. This simple bladeless strike weapon is effective against most foes is easily handled and can break the guard of a shield.However a single miss makes one wide open so timing and proximities are crucial,
ItemName,,Coded Sword,"Hidden sword once granted to the Tarnished of the Roundtable
by the Two Fingers. A formless cipher comprises its blade, which
deals holy damage no shield can repel. Champions would gather
at the Roundtable Hold in days long past, when the Two Fingers
were masters of oration, their flesh yet full of vigor.",
ItemName,,Commander's Standard,"A beaten red battle standard is furled around this time-worn
halberd.

Even after his lord was fled, Commander O'Neil continued to
brandish this flag in the devastation of the rot-eaten field of battle,
the sole veteran who remembers this battle with pride.",
ItemName,,Composite Bow,"A bow crafted from various materials.Inflicts more damage than ordinary bows, but has a shorter range, making it unfit for sniping.",
ItemName,,Corvian Greatknife,"Dagger of the unwanted, those guided by heretical storytellers.A rather large dagger with a powerful attack, but this transparent attempt to intimidate foes reveals much about its owner's fears.",
ItemName,,Court Sorcerer's Staff,"Catalyst used by the court sorcerers of the Profaned Capital. Very powerful when wielded by an exceptionally intelligent sorcerer.The court sorcerers laid claim to the legacy of the renowned Big Hat Logan, going so far as to emulate him with copies of the staff he used.",
ItemName,,Craftsman's Hammer,"An old smithing hammer.Looks like a typical hammer, but is in fact incredibly sturdy. Some say it was the hammer used long ago by a famed blacksmith of yore.",
ItemName,,Cranial Vessel Candlestand,"Candlestand used in worship of Birac, the most hallowed Monk
Prelate of the Giants' Flame. Concerned over the lazy arrogance
with which the monks treated the Flame, Birac severed his own
head as a lesson to the others, intending it be used as a 
candlestand. His faith yet smolders from within the cranial vessel.",
ItemName,,Crepus's Black-Key Crossbow,"Black crossbow featuring a long stock. Used for sniping, it has a
very long range.

Weapon of Crepus, who served the Two Fingers from the shadows
of the Roundtable as the head confessor.",
ItemName,,Crescent Axe,Well-used old bronze battle axe with a long hilt and a crescent-shaped blade. One of the blessed weapons of the Way of White. The Crescent Axe is bequeathed to cleric warriors who have proven their faith.,
ItemName,,Crescent Greataxe,"A bronze greataxe with a crescent shaped blade.Its long handle gives the weapon great reach. One senses that this axe was once imbued with a sacred power, but only traces of it remain.Perhaps those who blessed this axe are no longer with us.",
ItemName,,Crescent Moon Axe,"Greataxe with a large, arcing blade and long handle. The
""Crescent Moon"" of its name is said to have been spurred by
nostalgia.

Specializes in sweeping through foes by making use of its long
handle.",
ItemName,,Crescent Moon Sword,"Ringfinger Leonhard's weapon of choice, a type of shotel imbued with the power of the moon.Leonhard set out on a journey of rebirth, but decided instead to serve the goddess as a knight, and inherited this weapon. Skill: Crescent BladeAssume a broad stance and fire off crescent moon blades.",
ItemName,,Crescent Sickle,"A sickle with a crescent-shaped blade.This sickle, enchanted by magic, is not intended as a weapon, but rather a ceremonial instrument.",
ItemName,,Cross-Naginata,"Weapon consisting of a three-pronged blade affixed to a long pole.
The long central blade closely resembles a katana.

A weapon of the Land of Reeds, known for its ability to be wielded
as a spear while still being capable of performing slashing attacks.",
ItemName,,Crow Quills,"Thrusting sword wielded by Corvian Knights, and a special paired weapon. When twin-handed, brandish four thin-edge blades in the left hand.In their infatuation with Sister Friede, the Corvian Knights swore to protect the painting from fire, and to this end, took to the execution of their own brethren.Skill: Quill DartSimultaneously throw temporarily substantial illusions of the four thin-edged blades wielded in the left hand.",
ItemName,,Crow Talons,"Talons used by Corvian Knights. Inflicts five perpendicular slashes, causing heavy bleeding.In their infatuation with Sister Friede, the Corvian Knights swore to protect the painting from fire and to this end, too to the execution of their own brethren.Skill: Raptor FlurrySpread right and left talons like a broad set of wings and launch into a tornado of consecutive attacks.",
