Prompt,Completion,,
Generate ESB ItemName:\nItemName,Old Knight Pike,,
Generate ESB ItemName:\nItemName,Old Knight Ultra Greatsword,,
Generate ESB ItemName:\nItemName,Old Whip,,
Generate ESB ItemName:\nItemName,Old Wolf Curved Sword,,
Generate ESB ItemName:\nItemName,Olenford's Staff,,
Generate ESB ItemName:\nItemName,Onikiri and Ubadachi,,
Generate ESB ItemName:\nItemName,Onislayer Greatbow,,
Generate ESB ItemName:\nItemName,Onyx Blade,,
Generate ESB ItemName:\nItemName,Oolacile Catalyst,,
Generate ESB ItemName:\nItemName,Oolacile Ivory Catalyst,,
Generate ESB ItemName:\nItemName,Ordovis's Greatsword,,
Generate ESB ItemName:\nItemName,Ornamental Straight Sword,,
Generate ESB ItemName:\nItemName,Painting Guardian Sword,,
Generate ESB ItemName:\nItemName,Painting Guardian's Curved Sword,,
Generate ESB ItemName:\nItemName,Parrying Dagger,,
Generate ESB ItemName:\nItemName,Parrying Dagger,,
Generate ESB ItemName:\nItemName,Partisan,,
Generate ESB ItemName:\nItemName,Partizan,,
Generate ESB ItemName:\nItemName,Pate's Spear,,
Generate ESB ItemName:\nItemName,Pest's Glaive,,
Generate ESB ItemName:\nItemName,Pickaxe,,
Generate ESB ItemName:\nItemName,Pike,,
Generate ESB ItemName:\nItemName,Pilgrim's Spontoon,,
Generate ESB ItemName:\nItemName,Pontiff Knight Curved Sword,,
Generate ESB ItemName:\nItemName,Pontiff Knight Great Scythe,,
Generate ESB ItemName:\nItemName,Possessed Armor Greatbow,,
Generate ESB ItemName:\nItemName,Possessed Armor Sword,,
Generate ESB ItemName:\nItemName,Preacher's Right Arm,,
Generate ESB ItemName:\nItemName,Prelate's Inferno Crozier,,
Generate ESB ItemName:\nItemName,Priest's Chime,,
Generate ESB ItemName:\nItemName,Prince of Death's Staff,,
Generate ESB ItemName:\nItemName,Priscilla's Dagger,,
Generate ESB ItemName:\nItemName,Profaned Greatsword,,
Generate ESB ItemName:\nItemName,Protective Chime,,
Generate ESB ItemName:\nItemName,Pulley Bow,,
Generate ESB ItemName:\nItemName,Pursuer's Greatsword,,
Generate ESB ItemName:\nItemName,Puzzling Stone Sword,,
Generate ESB ItemName:\nItemName,Pyromancy Flame,,
Generate ESB ItemName:\nItemName,Quakestone Hammer,,
Generate ESB ItemName:\nItemName,Quelaag's Furysword,,
Generate ESB ItemName:\nItemName,Rakuyo,,
Generate ESB ItemName:\nItemName,Rampart Golem Lance,,
Generate ESB ItemName:\nItemName,Rapier,,
Generate ESB ItemName:\nItemName,Raptor Talons,,
Generate ESB ItemName:\nItemName,Red Branch Shortbow,,
Generate ESB ItemName:\nItemName,Red Iron Twinblade,,
Generate ESB ItemName:\nItemName,Red Rust Scimitar,,
Generate ESB ItemName:\nItemName,Red Rust Sword,,
Generate ESB ItemName:\nItemName,Reduvia,,
Generate ESB ItemName:\nItemName,Regalia of Eochaid,,
Generate ESB ItemName:\nItemName,Reinforced Club,,
Generate ESB ItemName:\nItemName,Reiterpallasch,,
Generate ESB ItemName:\nItemName,Retainer Staff,,
Generate ESB ItemName:\nItemName,Retainer's Short Sword,,
Generate ESB ItemName:\nItemName,Ricard's Rapier,,
Generate ESB ItemName:\nItemName,Rifle Spear,,
Generate ESB ItemName:\nItemName,Ringed Finger,,
Generate ESB ItemName:\nItemName,Ringed Knight Paired Greatswords,,
Generate ESB ItemName:\nItemName,Ringed Knight Spear,,
Generate ESB ItemName:\nItemName,Ringed Knight Straight Sword,,
Generate ESB ItemName:\nItemName,Ripple Blade,,
Generate ESB ItemName:\nItemName,Ripple Crescent Halberd,,
Generate ESB ItemName:\nItemName,Rissidium Spear,,
Generate ESB ItemName:\nItemName,Roaring Halberd,,
Generate ESB ItemName:\nItemName,Rogier's Rapier,,
Generate ESB ItemName:\nItemName,Rose of Ariandel,,
Generate ESB ItemName:\nItemName,Rosus' Axe,,
Generate ESB ItemName:\nItemName,Rotten Battle Hammer,,
Generate ESB ItemName:\nItemName,Rotten Crystal Spear,,
Generate ESB ItemName:\nItemName,Rotten Crystal Staff,,
Generate ESB ItemName:\nItemName,Rotten Crystal Sword,,
Generate ESB ItemName:\nItemName,Rotten Ghru Curved Sword,,
Generate ESB ItemName:\nItemName,Rotten Ghru Dagger,,
Generate ESB ItemName:\nItemName,Rotten Ghru Spear,,
Generate ESB ItemName:\nItemName,Rotten Greataxe,,
Generate ESB ItemName:\nItemName,Rotten Staff,,
Generate ESB ItemName:\nItemName,Royal Dirk,,
Generate ESB ItemName:\nItemName,Royal Greatsword,,
Generate ESB ItemName:\nItemName,Ruins Greatsword,,
Generate ESB ItemName:\nItemName,Ruler's Sword,,
Generate ESB ItemName:\nItemName,Rusted Anchor,,
Generate ESB ItemName:\nItemName,Sacred Chime,,
Generate ESB ItemName:\nItemName,Sacred Chime of Filianore,,
Generate ESB ItemName:\nItemName,Sacred Relic Sword,,
Generate ESB ItemName:\nItemName,Sacrificial Axe,,
Generate ESB ItemName:\nItemName,Sage's Crystal Rodd,,
Generate ESB ItemName:\nItemName,Saint Bident,,
Generate ESB ItemName:\nItemName,Saint-tree Bellvine,,
Generate ESB ItemName:\nItemName,Saint's Talisman,,
Generate ESB ItemName:\nItemName,Sanctum Crossbow,,
Generate ESB ItemName:\nItemName,Sanctum Mace,,
Generate ESB ItemName:\nItemName,Sanctum Repeating Crossbow,,
Generate ESB ItemName:\nItemName,Santier's Spear,,
Generate ESB ItemName:\nItemName,Saw Cleaver,,
Generate ESB ItemName:\nItemName,Saw Spear,,
Generate ESB ItemName:\nItemName,Scepter of the All-Knowing,,
Generate ESB ItemName:\nItemName,Scholar's Candlestick,,
Generate ESB ItemName:\nItemName,Scimitar,,
Generate ESB ItemName:\nItemName,Scimitars,,
Generate ESB ItemName:\nItemName,Scorpion's Stinger,,
Generate ESB ItemName:\nItemName,Scythe,,
Generate ESB ItemName:\nItemName,Scythe of Nahr Alma,,
Generate ESB ItemName:\nItemName,Scythe of the Forlorn,,
Generate ESB ItemName:\nItemName,Scythe of Want,,
Generate ESB ItemName:\nItemName,Sea Bow,,
Generate ESB ItemName:\nItemName,Sellsword Twinblades,,
Generate ESB ItemName:\nItemName,Sentry's Torch,,
Generate ESB ItemName:\nItemName,Serpent Bow,,
Generate ESB ItemName:\nItemName,Serpent-God's Curved Sword,,
Generate ESB ItemName:\nItemName,Serpent-Hunter,,
Generate ESB ItemName:\nItemName,Serpentbone Blade,,
Generate ESB ItemName:\nItemName,Server,,
Generate ESB ItemName:\nItemName,Shadow Dagger,,
Generate ESB ItemName:\nItemName,Shamshir,,
Generate ESB ItemName:\nItemName,Shield Crossbow,,
Generate ESB ItemName:\nItemName,Short Bow,,
Generate ESB ItemName:\nItemName,Short Spear,,
Generate ESB ItemName:\nItemName,Shortsword,,
Generate ESB ItemName:\nItemName,Shotel,,
Generate ESB ItemName:\nItemName,Shotel,,
Generate ESB ItemName:\nItemName,Siluria's Tree,,
Generate ESB ItemName:\nItemName,Silver Knight Spear,,
Generate ESB ItemName:\nItemName,Silver Knight Straight Sword,,
Generate ESB ItemName:\nItemName,Silverblack Sickle,,
Generate ESB ItemName:\nItemName,Silverblack Spear,,
Generate ESB ItemName:\nItemName,Simon's Bowblade,,
Generate ESB ItemName:\nItemName,Smelter Hammer,,
Generate ESB ItemName:\nItemName,Smelter Sword,,
Generate ESB ItemName:\nItemName,Smough's Great Hammer,,
Generate ESB ItemName:\nItemName,Smough's Hammer,,
Generate ESB ItemName:\nItemName,Sniper Crossbow,,
Generate ESB ItemName:\nItemName,Soldering Iron,,
Generate ESB ItemName:\nItemName,Soldier's Crossbow,,
Generate ESB ItemName:\nItemName,Sorcerer's Catalyst,,
Generate ESB ItemName:\nItemName,Sorcerer's Staff,,
Generate ESB ItemName:\nItemName,Sorcerer's Twinblade,,
Generate ESB ItemName:\nItemName,Spear,,
Generate ESB ItemName:\nItemName,Spider Fang,,
Generate ESB ItemName:\nItemName,Spider's Silk,,
Generate ESB ItemName:\nItemName,Spiked Caestus,,
Generate ESB ItemName:\nItemName,Spiked Club,,
Generate ESB ItemName:\nItemName,Spiked Mace,,
Generate ESB ItemName:\nItemName,Spiked Spear,,
Generate ESB ItemName:\nItemName,Spitfire Spear,,
Generate ESB ItemName:\nItemName,Splitleaf Greatsword,,
Generate ESB ItemName:\nItemName,Spotted Whip,,
Generate ESB ItemName:\nItemName,St. Trina's Torch,,
Generate ESB ItemName:\nItemName,Staff of Amana,,
Generate ESB ItemName:\nItemName,Staff of Loss,,
Generate ESB ItemName:\nItemName,Staff of the Avatar,,
Generate ESB ItemName:\nItemName,Staff of the Guilty,,
Generate ESB ItemName:\nItemName,Staff of Wisdom,,
Generate ESB ItemName:\nItemName,Stake Driver,,
Generate ESB ItemName:\nItemName,Star Fist,,
Generate ESB ItemName:\nItemName,Starscourge Greatsword,,
Generate ESB ItemName:\nItemName,Steel-Wire Torch,,
Generate ESB ItemName:\nItemName,Stone Club,,
Generate ESB ItemName:\nItemName,Stone Greataxe,,
Generate ESB ItemName:\nItemName,Stone Greatsword,,
Generate ESB ItemName:\nItemName,Stone Twinblade,,
Generate ESB ItemName:\nItemName,Storm Curved Sword,,
Generate ESB ItemName:\nItemName,Storm Ruler,,
Generate ESB ItemName:\nItemName,Stormhawk Axe,,
Generate ESB ItemName:\nItemName,Storyteller's Staff,,
Generate ESB ItemName:\nItemName,Straight Sword Hilt,,
Generate ESB ItemName:\nItemName,Sun Sword,,
Generate ESB ItemName:\nItemName,Sunless Talisman,,
Generate ESB ItemName:\nItemName,Sunlight Straight Sword,,
Generate ESB ItemName:\nItemName,Sunlight Talisman,,
Generate ESB ItemName:\nItemName,Sunset Staff,,
Generate ESB ItemName:\nItemName,Sword of Milos,,
Generate ESB ItemName:\nItemName,Sword of Night and Flame,,
Generate ESB ItemName:\nItemName,Sword of St Trina,,
Generate ESB ItemName:\nItemName,Syan's Halberd,,
Generate ESB ItemName:\nItemName,Tailbone Short Sword,,
Generate ESB ItemName:\nItemName,Tailbone Spear,,
Generate ESB ItemName:\nItemName,Talisman,,
Generate ESB ItemName:\nItemName,The Izalith Staff,,
Generate ESB ItemName:\nItemName,The Moonlight Greatsword,,
Generate ESB ItemName:\nItemName,The Scavenger's Curved Sword,,
Generate ESB ItemName:\nItemName,Thief Dagger,,
Generate ESB ItemName:\nItemName,Thorned Greatsword,,
Generate ESB ItemName:\nItemName,Thorolund Talisman,,
Generate ESB ItemName:\nItemName,Threaded Cane,,
Generate ESB ItemName:\nItemName,Tin Banishment Catalyst,,
Generate ESB ItemName:\nItemName,Tin Crystallization Catalyst,,
Generate ESB ItemName:\nItemName,Tin Darkmoon Catalyst,,
Generate ESB ItemName:\nItemName,Titanite Catch Pole,,
Generate ESB ItemName:\nItemName,Tonitrus,,
Generate ESB ItemName:\nItemName,Torchpole,,
Generate ESB ItemName:\nItemName,Transgressor's Staff,,
Generate ESB ItemName:\nItemName,Treespear,,
Generate ESB ItemName:\nItemName,Troll Knight's Sword,,
Generate ESB ItemName:\nItemName,Troll's Golden Sword,,
Generate ESB ItemName:\nItemName,Troll's Hammer,,
Generate ESB ItemName:\nItemName,Twin Princes' Greatsword,,
Generate ESB ItemName:\nItemName,Twin-Headed Greatbow,,
Generate ESB ItemName:\nItemName,Twinblade,,
Generate ESB ItemName:\nItemName,Twinned Knight Swords,,
Generate ESB ItemName:\nItemName,Uchigatana,,
Generate ESB ItemName:\nItemName,Umbral Dagger,,
Generate ESB ItemName:\nItemName,Urumi,,
Generate ESB ItemName:\nItemName,Valorheart,,
Generate ESB ItemName:\nItemName,Varangian Sword,,
Generate ESB ItemName:\nItemName,Varré's Bouquet,,
Generate ESB ItemName:\nItemName,Velka's Rapier,,
Generate ESB ItemName:\nItemName,Velka's Talisman,,
Generate ESB ItemName:\nItemName,Venomous Fang,,
Generate ESB ItemName:\nItemName,Veteran's Prosthesis,,
Generate ESB ItemName:\nItemName,Vordt's Great Hammer,,
Generate ESB ItemName:\nItemName,Vulgar Militia Shotel,,
Generate ESB ItemName:\nItemName,Vyke's War Spear,,
Generate ESB ItemName:\nItemName,Wakizashi,,
Generate ESB ItemName:\nItemName,Warden Twinblades,,
Generate ESB ItemName:\nItemName,Warhawk's Talon,,
Generate ESB ItemName:\nItemName,Warped Axe,,
Generate ESB ItemName:\nItemName,Warped Sword,,
Generate ESB ItemName:\nItemName,Warpick,,
Generate ESB ItemName:\nItemName,Washing pole,,
Generate ESB ItemName:\nItemName,Watchdog's Greatsword,,
Generate ESB ItemName:\nItemName,Watchdog's Staff,,
Generate ESB ItemName:\nItemName,Watcher Greatsword,,
Generate ESB ItemName:\nItemName,Weathered Straight Sword,,
Generate ESB ItemName:\nItemName,Whip,,
Generate ESB ItemName:\nItemName,Whirligig Saw,,
Generate ESB ItemName:\nItemName,White Birch Bow,,
Generate ESB ItemName:\nItemName,White Hair Talisman,,
Generate ESB ItemName:\nItemName,Wing of Astel,,
Generate ESB ItemName:\nItemName,Winged Greathorn,,
Generate ESB ItemName:\nItemName,Winged Knight Halberd,,
Generate ESB ItemName:\nItemName,Winged Knight Twinaxes,,
Generate ESB ItemName:\nItemName,Winged Scythe,,
Generate ESB ItemName:\nItemName,Winged Spear,,
Generate ESB ItemName:\nItemName,Witch's Locks,,
Generate ESB ItemName:\nItemName,Witchtree Bellvine,,
Generate ESB ItemName:\nItemName,Witchtree Branch,,
Generate ESB ItemName:\nItemName,Wolf Knight's Greatsword,,
Generate ESB ItemName:\nItemName,Wolnir's holy Sword,,
Generate ESB ItemName:\nItemName,Work Hook,,
Generate ESB ItemName:\nItemName,Wrathful Axe,,
Generate ESB ItemName:\nItemName,Yellow Quartz Longsword,,
Generate ESB ItemName:\nItemName,Yhorm's Great Machete,,
Generate ESB ItemName:\nItemName,Yorgh's Spear,,
Generate ESB ItemName:\nItemName,Yorshka's Chime,,
Generate ESB ItemName:\nItemName,Yorshka's Spear,,
Generate ESB ItemName:\nItemName,Zweihander,,
Generate ESB ItemName:\nItemName,Alberich's robe,,
Generate ESB ItemName:\nItemName,ALBINAURIC MASK,,
Generate ESB ItemName:\nItemName,All-Knowing Helm,,
Generate ESB ItemName:\nItemName,Alonne Captain Armor,,
Generate ESB ItemName:\nItemName,Alva Armor,,
Generate ESB ItemName:\nItemName,Ancient King's Breastplate,,
Generate ESB ItemName:\nItemName,Antiquated Dress,,
Generate ESB ItemName:\nItemName,Archdeacon White Crown,,
Generate ESB ItemName:\nItemName,Archdrake Robes,,
Generate ESB ItemName:\nItemName,Arianna's Shoes,,
Generate ESB ItemName:\nItemName,Aristocrat Garb,,
Generate ESB ItemName:\nItemName,Aristocrat's Mask,,
Generate ESB ItemName:\nItemName,Armor of Artorias,,
Generate ESB ItemName:\nItemName,Armor of Aurous,,
Generate ESB ItemName:\nItemName,Armor of the Forlorn,,
Generate ESB ItemName:\nItemName,Armor of the Glorious,,
Generate ESB ItemName:\nItemName,Armor of the Sun,,
Generate ESB ItemName:\nItemName,Armor of Thorns,,
Generate ESB ItemName:\nItemName,Ashen Hunter Garb,,
Generate ESB ItemName:\nItemName,Ashen Hunter Gloves,,
Generate ESB ItemName:\nItemName,Assassin Armor,,
Generate ESB ItemName:\nItemName,Astrologer Robe,,
Generate ESB ItemName:\nItemName,Astrologist's Robe,,
Generate ESB ItemName:\nItemName,Azur's Manchettes,,
Generate ESB ItemName:\nItemName,Bandit Armor,,
Generate ESB ItemName:\nItemName,Bandit Mask,,
Generate ESB ItemName:\nItemName,Banished Knight Armor,,
Generate ESB ItemName:\nItemName,Battlemage Robe,,
Generate ESB ItemName:\nItemName,Beak Mask,,
Generate ESB ItemName:\nItemName,Beast Champion Gauntlets,,
Generate ESB ItemName:\nItemName,Beast Hide Garb,,
Generate ESB ItemName:\nItemName,Bell Keeper Bellyband,,
Generate ESB ItemName:\nItemName,Benhart's Armor,,
Generate ESB ItemName:\nItemName,Big Hat,,
Generate ESB ItemName:\nItemName,Billed Mask,,
Generate ESB ItemName:\nItemName,Black Church Garb,,
Generate ESB ItemName:\nItemName,Black Cleric Robe,,
Generate ESB ItemName:\nItemName,Black Dragon Armor,,
Generate ESB ItemName:\nItemName,Black Dress,,
Generate ESB ItemName:\nItemName,Black Hand Armor,,
Generate ESB ItemName:\nItemName,Black Hollow Mage Robe,,
Generate ESB ItemName:\nItemName,Black Hood,,
Generate ESB ItemName:\nItemName,Black Hooded Iron Helm,,
Generate ESB ItemName:\nItemName,Black Iron Armor,,
Generate ESB ItemName:\nItemName,Black Knife Armor,,
Generate ESB ItemName:\nItemName,Black Knight Armor,,
Generate ESB ItemName:\nItemName,Black Leather Armor,,
Generate ESB ItemName:\nItemName,Black Robes,,
Generate ESB ItemName:\nItemName,Black Sorcerer Cloak,,
Generate ESB ItemName:\nItemName,Black Witch Robe,,
Generate ESB ItemName:\nItemName,Black Wolf Mask,,
Generate ESB ItemName:\nItemName,Blackflame Monk Greaves,,
Generate ESB ItemName:\nItemName,Blaidd's Armor,,
Generate ESB ItemName:\nItemName,Blindfold Cap,,
Generate ESB ItemName:\nItemName,Bloodhound Knight Armor,,
Generate ESB ItemName:\nItemName,Bloodied Arm Bands,,
Generate ESB ItemName:\nItemName,Bloodsoaked Mask,,
Generate ESB ItemName:\nItemName,Bloodsoaked Tabard,,
Generate ESB ItemName:\nItemName,Blue Cloth Vest,,
Generate ESB ItemName:\nItemName,Blue Festive Hood,,
Generate ESB ItemName:\nItemName,Blue Silver Mail Armor,,
Generate ESB ItemName:\nItemName,Bone Ash Armor,,
Generate ESB ItemName:\nItemName,Bone Ash Hat,,
Generate ESB ItemName:\nItemName,Bone Ash Mask,,
Generate ESB ItemName:\nItemName,Bone Crown,,
Generate ESB ItemName:\nItemName,Bone King Robe,,
Generate ESB ItemName:\nItemName,Brador's Testimony,,
Generate ESB ItemName:\nItemName,Brass Armor,,
Generate ESB ItemName:\nItemName,Briar Armor,,
Generate ESB ItemName:\nItemName,Brigand Armor,,
Generate ESB ItemName:\nItemName,Brigand Gauntlets,,
Generate ESB ItemName:\nItemName,Bull-Goat Helm,,
Generate ESB ItemName:\nItemName,Butcher Garb,,
Generate ESB ItemName:\nItemName,Butcher Mask,,
Generate ESB ItemName:\nItemName,Cainhurst Armor,,
Generate ESB ItemName:\nItemName,Cainhurst Helmet,,
Generate ESB ItemName:\nItemName,Carian Knight Armor,,
Generate ESB ItemName:\nItemName,Carim Helm,,
Generate ESB ItemName:\nItemName,Catarina Armor,,
Generate ESB ItemName:\nItemName,Cathedral Knight Armor,,
Generate ESB ItemName:\nItemName,Chain Armor,,
Generate ESB ItemName:\nItemName,Chain-Draped Tabard,,
Generate ESB ItemName:\nItemName,Champion Pauldron,,
Generate ESB ItemName:\nItemName,Chaos Robe,,
Generate ESB ItemName:\nItemName,Charred Hunter Garb,,
Generate ESB ItemName:\nItemName,Chester's Long Coat,,
Generate ESB ItemName:\nItemName,Choir Garb,,
Generate ESB ItemName:\nItemName,Cleanrot Armor,,
Generate ESB ItemName:\nItemName,Cleric Armor,,
Generate ESB ItemName:\nItemName,Cleric Blue Robe,,
Generate ESB ItemName:\nItemName,Commoner's Garb,,
Generate ESB ItemName:\nItemName,Confessor Set,,
Generate ESB ItemName:\nItemName,Conjurator Robe,,
Generate ESB ItemName:\nItemName,Consort's Mask,,
Generate ESB ItemName:\nItemName,Constable's Garb,,
Generate ESB ItemName:\nItemName,Cornyx's Garb,,
Generate ESB ItemName:\nItemName,Court Sorcerer Robe,,
Generate ESB ItemName:\nItemName,Creighton's Chainmail,,
Generate ESB ItemName:\nItemName,Crimson Robe,,
Generate ESB ItemName:\nItemName,Crowfeather Garb,,
Generate ESB ItemName:\nItemName,Crown of Dusk,,
Generate ESB ItemName:\nItemName,Crown of Illusions,,
Generate ESB ItemName:\nItemName,Crown of the Dark Sun,,
Generate ESB ItemName:\nItemName,Crucible Axe Armor,,
Generate ESB ItemName:\nItemName,Crystalline Armor,,
Generate ESB ItemName:\nItemName,Cuckoo Knight Armor,,
Generate ESB ItemName:\nItemName,Cuckoo Surcoat,,
Generate ESB ItemName:\nItemName,Dancer's Armor,,
Generate ESB ItemName:\nItemName,Dark Armor,,
Generate ESB ItemName:\nItemName,Dark Mask,,
Generate ESB ItemName:\nItemName,Dark Silver Armor,,
Generate ESB ItemName:\nItemName,Deacon Robe,,
Generate ESB ItemName:\nItemName,Decorative Old Hunter Garb,,
Generate ESB ItemName:\nItemName,Depraved Perfumer Robe,,
Generate ESB ItemName:\nItemName,Desert Sorceress Top,,
Generate ESB ItemName:\nItemName,Deserter Armor,,
Generate ESB ItemName:\nItemName,Dingy Robe,,
