name,meta,Armor Class,Hit Points,Speed,STR,STR_mod,DEX,DEX_mod,CON,CON_mod,INT,INT_mod,WIS,WIS_mod,CHA,CHA_mod,Saving Throws,Skills,Senses,Languages,Challenge,Traits,Actions,Legendary Actions,img_url,Damage Immunities,Condition Immunities,Damage Resistances,Damage Vulnerabilities,Reactions
Noble,"Medium humanoid, any",15 (Breastplate),9 (2d8),30 ft. ,11,(+0),12,(+1),11,(+0),12,(+1),14,(+2),16,(+3),,"Deception +5, Insight +4, Persuasion +5",Passive Perception 12,Any two languages,1/8 (25 XP),,"<p><em><strong>Rapier.</strong></em> <em>Melee Weapon Attack:</em> +3 to hit, reach 5 ft., one target. <em>Hit:</em> 5 (1d8 + 1) piercing damage.</p>",,https://media-waterdeep.cursecdn.com/avatars/thumbnails/0/277/1000/1000/636252769861281900.jpeg,,,,,"<p><em><strong>Parry.</strong></em> The noble adds 2 to its AC against one melee attack that would hit it. To do so, the noble must see the attacker and be wielding a melee weapon.</p>"
Nothic,"Medium aberration, neutral evil",15 Natural,45 (6d8 + 18),30 ft. ,14,(+2),16,(+3),16,(+3),13,(+1),10,(+0),8,(-1),,"Arcana +3, Insight +4, Perception +2, Stealth +5","Truesight 120 ft.,  Passive Perception 12",Undercommon,2 (450 XP),<p><em><strong>Keen Sight.</strong></em> The nothic has advantage on Wisdom (Perception) checks that rely on sight.</p>,"<p><em><strong>Multiattack.</strong></em> The nothic makes two claw attacks.</p><p><em><strong>Claw.</strong></em> <em>Melee Weapon Attack:</em> +4 to hit, reach 5 ft., one target. <em>Hit:</em> 6 (1d6 + 3) slashing damage.</p><p><em><strong>Rotting Gaze.</strong></em> The nothic targets one creature it can see within 30 feet of it. The target must succeed on a DC 12 Constitution saving throw against this magic or take 10 (3d6) necrotic damage.</p><p><em><strong>Weird Insight.</strong></em> The nothic targets one creature it can see within 30 feet of it. The target must contest its Charisma (Deception) check against the nothicâ€™s Wisdom (Insight) check. If the nothic wins, it magically learns one fact or secret about the target. The target automatically wins if it is immune to being charmed.</p>",,https://media-waterdeep.cursecdn.com/avatars/thumbnails/14/475/1000/1000/636364321398842272.png,,,,,
Ochre Jelly,"Large ooze, unaligned",8,45 (6d10 + 12),"10 ft., climb 10 ft. ",15,(+2),6,(-2),14,(+2),2,(-4),6,(-2),1,(-5),,,"Blindsight 60 ft.,  Passive Perception 8",--,2 (450 XP),"<p><em><strong>Amorphous.</strong></em> The jelly can move through a space as narrow as 1 inch wide without squeezing. </p><p><em><strong>Spider Climb.</strong></em> The jelly can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check.</p>","<p><em><strong>Pseudopod.</strong></em> <em>Melee Weapon Attack:</em> +4 to hit, reach 5 ft., one target. <em>Hit:</em> 9 (2d6 + 2) bludgeoning damage plus 3 (1d6) acid damage.</p>",,https://media-waterdeep.cursecdn.com/avatars/thumbnails/0/279/1000/1000/636252770058723674.jpeg,"Lightning, Slashing","Blinded, Charmed, Deafened, Exhaustion, Frightened, Prone",Acid,,"<p><em><strong>Split.</strong></em> When a jelly that is Medium or larger is subjected to lightning or slashing damage, it splits into two new jellies if it has at least 10 hit points. Each new jelly has hit points equal to half the original jelly's, rounded down. New jellies are one size smaller than the original jelly.</p>"
Octopus,"Small beast, unaligned",12,3 (1d6),"5 ft., swim 30 ft. ",4,(-3),15,(+2),11,(+0),3,(-4),10,(+0),4,(-3),,"Perception +2, Stealth +4","Darkvision 30 ft.,  Passive Perception 12",--,0 (10 XP),"<p><em><strong>Hold Breath.</strong></em> While out of water, the octopus can hold its breath for 30 minutes. </p><p><em><strong>Underwater Camouflage.</strong></em> The octopus has advantage on Dexterity (Stealth) checks made while underwater. </p><p><em><strong>Water Breathing.</strong></em> The octopus can breathe only underwater.</p>","<p><em><strong>Tentacles.</strong></em> <em>Melee Weapon Attack:</em> +4 to hit, reach 5 ft., one target. <em>Hit:</em> 1 bludgeoning damage, and the target is grappled (escape DC 10). Until this grapple ends, the octopus can't use its tentacles on another target. </p><p><em><strong>Ink Cloud (Recharges after a Short or Long Rest).</strong></em> A 5-foot-radius cloud of ink extends all around the octopus if it is underwater. The area is heavily obscured for 1 minute, although a significant current can disperse the ink. After releasing the ink, the octopus can use the Dash action as a bonus action.</p>",,https://media-waterdeep.cursecdn.com/avatars/thumbnails/9/921/315/315/636334602449110996.jpeg,,,,,
Ogre,"Large giant, chaotic evil",11 (Hide Armor),59 (7d10 + 21),40 ft. ,19,(+4),8,(-1),16,(+3),5,(-3),7,(-2),7,(-2),,,"Darkvision 60 ft.,  Passive Perception 8","Common, Giant",2 (450 XP),,"<p><em><strong>Greatclub.</strong></em> <em>Melee Weapon Attack:</em> +6 to hit, reach 5 ft., one target. <em>Hit:</em> 13 (2d8 + 4) bludgeoning damage. </p><p><em><strong>Javelin.</strong></em> <em>Melee or <em>Ranged Weapon Attack:</em></em> +6 to hit, reach 5 ft. or range 30/120 ft., one target. <em>Hit:</em> 11 (2d6 + 4) piercing damage.</p>",,https://media-waterdeep.cursecdn.com/avatars/thumbnails/0/285/315/315/636252770535203221.jpeg,,,,,
Ogre Zombie,"Large undead, neutral evil",8,85 (9d10 + 36),30 ft. ,19,(+4),6,(-2),18,(+4),3,(-4),6,(-2),5,(-3),WIS +0,,"Darkvision 60 ft.,  Passive Perception 8",Understands Common and Giant but can't speak  them,2 (450 XP),"<p><em><strong>Undead Fortitude.</strong></em> If damage reduces the zombie to 0 hit points, it must make a Constitution saving throw with a DC of 5 + the damage taken, unless the damage is radiant or from a critical hit. On a success, the zombie drops to 1 hit point instead.</p>","<p><em><strong>Morningstar.</strong></em> <em>Melee Weapon Attack:</em> +6 to hit, reach 5 ft., one target. <em>Hit:</em> 13 (2d8 + 4) bludgeoning damage.</p>",,https://media-waterdeep.cursecdn.com/avatars/thumbnails/0/287/315/315/636252770700032248.jpeg,Poison,Poisoned,,,
Oni,"Large giant, lawful evil",16 (Chain Mail),110 (13d10 + 39),"30 ft., fly 30 ft. ",19,(+4),11,(+0),16,(+3),14,(+2),12,(+1),15,(+2),"DEX +3, CON +6, WIS +4, CHA +5","Arcana +5, Deception +8, Perception +4","Darkvision 60 ft.,  Passive Perception 14","Common, Giant","7 (2,900 XP)","<p><em><strong>Innate Spellcasting.</strong></em> The oni's innate spellcasting ability is Charisma (spell save DC 13). The oni can innately cast the following spells, requiring no material components: </p><p>At will: darkness, invisibility</p><p>1/day each: charm person, cone of cold, gaseous form, sleep</p><p><em><strong>Magic Weapons.</strong></em> The oni's weapon attacks are magical. </p><p><em><strong>Regeneration.</strong></em> The oni regains 10 hit points at the start of its turn if it has at least 1 hit point.</p>","<p><em><strong>Multiattack.</strong></em> The oni makes two attacks, either with its claws or its glaive. </p><p><em><strong>Claw (Oni Form Only).</strong></em> <em>Melee Weapon Attack:</em> +7 to hit, reach 5 ft., one target. <em>Hit:</em> 8 (1d8 + 4) slashing damage. </p><p><em><strong>Glaive.</strong></em> <em>Melee Weapon Attack:</em> +7 to hit, reach 10 ft., one target. <em>Hit:</em> 15 (2d10 + 4) slashing damage, or 9 (1d10 + 4) slashing damage in Small or Medium form. </p><p><em><strong>Change Shape.</strong></em> The oni magically polymorphs into a Small or Medium humanoid, into a Large giant, or back into its true form. Other than its size, its statistics are the same in each form. The only equipment that is transformed is its glaive, which shrinks so that it can be wielded in humanoid form. If the oni dies, it reverts to its true form, and its glaive reverts to its normal size.</p>",,https://media-waterdeep.cursecdn.com/avatars/thumbnails/0/297/1000/1000/636252771507213738.jpeg,,,,,
Orc,"Medium humanoid, chaotic evil",13 (Hide Armor),15 (2d8 + 6),30 ft. ,16,(+3),12,(+1),16,(+3),7,(-2),11,(+0),10,(+0),,Intimidation +2,"Darkvision 60 ft.,  Passive Perception 10","Common, Orc",1/2 (100 XP),"<p><em><strong>Aggressive</strong></em>. As a bonus action, the orc can move up to its speed toward a hostile creature that it can see.</p>","<p><em><strong>Greataxe.</strong></em> <em>Melee Weapon Attack:</em> +5 to hit, reach 5 ft., one target. <em>Hit:</em> 9 (1d12 + 3) slashing damage. </p><p><em><strong>Javelin.</strong></em> <em>Melee or <em>Ranged Weapon Attack:</em></em> +5 to hit, reach 5 ft. or range 30/120 ft., one target. <em>Hit:</em> 6 (1d6 + 3) piercing damage.</p>",,https://media-waterdeep.cursecdn.com/avatars/thumbnails/0/301/1000/1000/636252771691385727.jpeg,,,,,
Otyugh,"Large aberration, neutral",14 (Natural Armor),114 (12d10 + 48),30 ft. ,16,(+3),11,(+0),19,(+4),6,(-2),13,(+1),6,(-2),CON +7,,"Darkvision 120 ft.,  Passive Perception 11",Otyugh,"5 (1,800 XP)",<p><em><strong>Limited Telepathy.</strong></em> The otyugh can magically transmit simple messages and images to any creature within 120 feet of it that can understand a language. This form of telepathy doesn't allow the receiving creature to telepathically respond.</p>,"<p><em><strong>Multiattack.</strong></em> The otyugh makes three attacks: one with its bite and two with its tentacles. </p><p><em><strong>Bite.</strong></em> <em>Melee Weapon Attack:</em> +6 to hit, reach 5 ft., one target. <em>Hit:</em> 12 (2d8 + 3) piercing damage. If the target is a creature, it must succeed on a DC 15 Constitution saving throw against disease or become poisoned until the disease is cured. Every 24 hours that elapse, the target must repeat the saving throw, reducing its hit point maximum by 5 (1d10) on a failure. The disease is cured on a success. The target dies if the disease reduces its hit point maximum to 0. This reduction to the target's hit point maximum lasts until the disease is cured. </p><p><em><strong>Tentacle.</strong></em> <em>Melee Weapon Attack:</em> +6 to hit, reach 10 ft., one target. <em>Hit:</em> 7 (1d8 + 3) bludgeoning damage plus 4 (1d8) piercing damage. If the target is Medium or smaller, it is grappled (escape DC 13) and restrained until the grapple ends. The otyugh has two tentacles, each of which can grapple one target. </p><p><em><strong>Tentacle Slam.</strong></em> The otyugh slams creatures grappled by it into each other or a solid surface. Each creature must succeed on a DC 14 Constitution saving throw or take 10 (2d6 + 3) bludgeoning damage and be stunned until the end of the otyugh's next turn. On a successful save, the target takes half the bludgeoning damage and isn't stunned.</p>",,https://media-waterdeep.cursecdn.com/avatars/thumbnails/0/305/315/315/636252771931366466.jpeg,,,,,
Owl,"Tiny beast, unaligned",11,1 (1d4 - 1),"5 ft., fly 60 ft. ",3,(-4),13,(+1),8,(-1),2,(-4),12,(+1),7,(-2),,"Perception +3, Stealth +3","Darkvision 120 ft.,  Passive Perception 13",--,0 (10 XP),<p><em><strong>Flyby.</strong></em> The owl doesn't provoke opportunity attacks when it flies out of an enemy's reach. </p><p><em><strong>Keen Hearing and Sight.</strong></em> The owl has advantage on Wisdom (Perception) checks that rely on hearing or sight.</p>,"<p><em><strong>Talons.</strong></em> <em>Melee Weapon Attack:</em> +3 to hit, reach 5 ft., one target. <em>Hit:</em> 1 slashing damage.</p>",,https://media-waterdeep.cursecdn.com/avatars/thumbnails/16/533/1000/1000/636376331660233857.jpeg,,,,,
Owlbear,"Large monstrosity, unaligned",13 (Natural Armor),59 (7d10 + 21),40 ft. ,20,(+5),12,(+1),17,(+3),3,(-4),12,(+1),7,(-2),,Perception +3,"Darkvision 60 ft.,  Passive Perception 13",--,3 (700 XP),<p><em><strong>Keen Sight and Smell.</strong></em> The owlbear has advantage on Wisdom (Perception) checks that rely on sight or smell.</p>,"<p><em><strong>Multiattack.</strong></em> The owlbear makes two attacks: one with its beak and one with its claws. </p><p><em><strong>Beak.</strong></em> <em>Melee Weapon Attack:</em> +7 to hit, reach 5 ft., one creature. <em>Hit:</em> 10 (1d10 + 5) piercing damage. </p><p><em><strong>Claws.</strong></em> <em>Melee Weapon Attack:</em> +7 to hit, reach 5 ft., one target. <em>Hit:</em> 14 (2d8 + 5) slashing damage.</p>",,https://media-waterdeep.cursecdn.com/avatars/thumbnails/0/315/315/315/636252772225295187.jpeg,,,,,
Panther,"Medium beast, unaligned",12,13 (3d8),"50 ft., climb 40 ft. ",14,(+2),15,(+2),10,(+0),3,(-4),14,(+2),7,(-2),,"Perception +4, Stealth +6",Passive Perception 14,--,1/4 (50 XP),"<p><em><strong>Keen Smell.</strong></em> The panther has advantage on Wisdom (Perception) checks that rely on smell. </p><p><em><strong>Pounce.</strong></em> If the panther moves at least 20 feet straight toward a creature and then hits it with a claw attack on the same turn, that target must succeed on a DC 12 Strength saving throw or be knocked prone. If the target is prone, the panther can make one bite attack against it as a bonus action.</p>","<p><em><strong>Bite.</strong></em> <em>Melee Weapon Attack:</em> +4 to hit, reach 5 ft., one target. <em>Hit:</em> 5 (1d6 + 2) piercing damage. </p><p><em><strong>Claw.</strong></em> <em>Melee Weapon Attack:</em> +4 to hit, reach 5 ft., one target. <em>Hit:</em> 4 (1d4 + 2) slashing damage.</p>",,https://media-waterdeep.cursecdn.com/attachments/2/648/beast.jpg,,,,,
Pegasus,"Large celestial, chaotic good",12,59 (7d10 + 21),"60 ft., fly 90 ft. ",18,(+4),15,(+2),16,(+3),10,(+0),15,(+2),13,(+1),"DEX +4, WIS +4, CHA +3",Perception +6,Passive Perception 16,"Celestial, Common, Elvish  and Sylvan but can't speak",2 (450 XP),,"<p><em><strong>Hooves.</strong></em> <em>Melee Weapon Attack:</em> +6 to hit, reach 5 ft., one target. <em>Hit:</em> 11 (2d6 + 4) bludgeoning damage.</p>",,https://media-waterdeep.cursecdn.com/avatars/thumbnails/18/303/1000/1000/636379808797059368.png,,,,,
Phase Spider,"Large monstrosity, unaligned",13 (Natural Armor),32 (5d10 + 5),"30 ft., climb 30 ft. ",15,(+2),15,(+2),12,(+1),6,(-2),10,(+0),6,(-2),,Stealth +6,"Darkvision 60 ft.,  Passive Perception 10",--,3 (700 XP),"<p><em><strong>Ethereal Jaunt.</strong></em> As a bonus action, the spider can magically shift from the Material Plane to the Ethereal Plane, or vice versa. </p><p><em><strong>Spider Climb.</strong></em> The spider can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check. </p><p><em><strong>Web Walker.</strong></em> The spider ignores movement restrictions caused by webbing.</p>","<p><em><strong>Bite.</strong></em> <em>Melee Weapon Attack:</em> +4 to hit, reach 5 ft., one creature. <em>Hit:</em> 7 (1d10 + 2) piercing damage, and the target must make a DC 11 Constitution saving throw, taking 18 (4d8) poison damage on a failed save, or half as much damage on a successful one. If the poison damage reduces the target to 0 hit points, the target is stable but poisoned for 1 hour, even after regaining hit points, and is paralyzed while poisoned in this way.</p>",,https://media-waterdeep.cursecdn.com/avatars/thumbnails/0/319/315/315/636252772538300448.jpeg,,,,,
Pit Fiend,"Large fiend, lawful evil",19 (Natural Armor),300 (24d10 + 168),"30 ft., fly 60 ft. ",26,(+8),14,(+2),24,(+7),22,(+6),18,(+4),24,(+7),"DEX +8, CON +13, WIS +10",,"Truesight 120 ft.,  Passive Perception 14","Infernal, Telepathy 120 ft.","20 (25,000 XP)",<em><strong>Fear Aura.</strong></em>incapacitatedfrightened<em><strong>Magic Resistance.</strong></em><em><strong>Magic Weapons.</strong></em><em><strong>Innate Spellcasting.</strong></em>detect magicfireballhold monsterwall of fire,"<p><em><strong>Multiattack.</strong></em> The pit fiend makes four attacks: one with its bite, one with its claw, one with its mace, and one with its tail. </p><p><em><strong>Bite.</strong></em> <em>Melee Weapon Attack:</em> +14 to hit, reach 5 ft., one target. <em>Hit:</em> 22 (4d6 + 8) piercing damage. The target must succeed on a DC 21 Constitution saving throw or become poisoned. While poisoned in this way, the target can't regain hit points, and it takes 21 (6d6) poison damage at the start of each of its turns. The poisoned target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. </p><p><em><strong>Claw.</strong></em> <em>Melee Weapon Attack:</em> +14 to hit, reach 10 ft., one target. <em>Hit:</em> 17 (2d8 + 8) slashing damage. </p><p><em><strong>Mace.</strong></em> <em>Melee Weapon Attack:</em> +14 to hit, reach 10 ft., one target. <em>Hit:</em> 15 (2d6 + 8) bludgeoning damage plus 21 (6d6) fire damage. </p><p><em><strong>Tail.</strong></em> <em>Melee Weapon Attack:</em> +14 to hit, reach 10 ft., one target. <em>Hit:</em> 24 (3d10 + 8) bludgeoning damage.</p>",,https://media-waterdeep.cursecdn.com/avatars/thumbnails/0/311/315/315/636252772132434763.jpeg,"Fire, Poison",Poisoned,"Cold; Bludgeoning, Piercing, and Slashing from Nonmagical Attacks that aren't Silvered",,
