Prompt:,"IName:,","Completion:,",Status: Finished,IDescription:,Needed: Demon Souls (Maybe),Completed:
Prompt:,"IName:,","Completion:,",War Surgeon Gown,IDescription:,"Bloodstained white gown of the war surgeons who were effectively mercy killers.Of the surgeons that were abducted by the Lord of Blood none were able to tame the accursed blood.None but Varré, that is; though he was an exception.",IType:
Prompt:,"IName:,","Completion:,",Warrior Gauntlets,IDescription:,"Gauntlets of a nomadic warrior.Crafted from sturdy leather.",IType:
Prompt:,"IName:,","Completion:,",White Church Garb,IDescription:,"Attire of special Church doctors. These doctors are superiors to the black preventative hunters, and specialists in experimentally-backed blood ministration and the scourge of the beast. They believe medicine is not a means of treatment but rather a method for research. and some knowledge can only be obtained by exposing oneself to sickness.",IType:
Prompt:,"IName:,","Completion:,",White Church Hat,IDescription:,"Attire of special Church doctors. These doctors are superiors to the black preventative hunters, and specialists in experimentally-backed blood ministration and the scourge of the beast. They believe that medicine is not a means of treatment but rather a method for research. and that some knowledge can only be obtained by exposing oneself to sickness.",IType:
Prompt:,"IName:,","Completion:,",White Hollow Mage Robe,IDescription:,"Mages wore different garb depending on their sex. What function this served, however, is unknown, as with many old practices.",IType:
Prompt:,"IName:,","Completion:,",White Mask,IDescription:,"Bloodstained, faintly grinning mask.Worn by war surgeons who were effectively mercy killers.The Lord of Blood's curse enlivens the wearer when bloodletting occurs. Slightly raises attack power when there is blood loss nearby.",IType:
Prompt:,"IName:,","Completion:,",White Priest Robe,IDescription:,"Robe worn by a White Priest sorcerer. The man claims to have sealed himself away, but who's ever heard of sentient magic?It is no doubt difficult to judge the veracity of the man's words, but this hood certainly seems to possess an unusual power",IType:
Prompt:,"IName:,","Completion:,",White Reed Armor,IDescription:,"Armor of the White Reeds, fashioned from banded iron plates. Worn by the Inaba, head disciples of the great swordsman Okina. The Inaba traveled in pursuit of not only the master who abandoned them, but also proper deaths, won honorably through hard-fought combat. To be a White Reed is to seek death; fitting for the Inaba, who desired nothing more than to die by the sword.",IType:
Prompt:,"IName:,","Completion:,",Winged Knight Leggings,IDescription:,"Armor of the Winged Knights, who swore themselves to the Angels.Worship of the divine messengers was viewed as heresy in Lothric and unrecognized by any of the Three Pillars of rule.This is believed to be why Gertrude, the Heavenly Daughter, was imprisoned in the lofty cell of the Grand Archives.",IType:
Prompt:,"IName:,","Completion:,",Witch Cloak,IDescription:,"Cloak of the rogue witch Beatrice. Almost all magic users that employ catalysts studied at Dragon School, but Beatrice is one of the few exceptions. She braved the Abyss but did not live to tell of her ordeal",IType:
Prompt:,"IName:,","Completion:,",Witch Hat,IDescription:,"Hat of the Rogue Witch Beatrice. Almost all magic users that employ catalysts studied at Dragon School, but Beatrice is one of the few exceptions. She braved the Abyss but did not live to tell of her ordeal",IType:
Prompt:,"IName:,","Completion:,",Wizard's Clothes,IDescription:,"Well-made cloth vest, worn by official magicians",IType:
Prompt:,"IName:,","Completion:,",Wolf Knight Armor,IDescription:,"Helm of a knight tainted by the dark of the Abyss. The twilight blue tassel is damp, and will ever remain so.A vanquished knight left behind only wolf's blood, and legacy of duty. The Undead Legion of Farron was formed to bear his torch, and the armor of these Abyss Watchers suggests their own eventual end.",IType:
Prompt:,"IName:,","Completion:,",Worker Gloves,IDescription:,"(Piece Name) worn by inhabitants of the undead Settlement.Official attire for the dissection and burial of undead. Naturally the ceremonial significance of such work is long forgotten,Indeed, no one could continue to entertain such horrors.",IType:
Prompt:,"IName:,","Completion:,",Xanthous Crown,IDescription:,"A mysterious item once worn by the Xanthous King Jeremiah, the legendary exile. No one knows where it came from. The crown bears high-quality cloth which is quite soft to the touch, but its bright yellow color stings the eyes, and it is clearly far too big",IType:
Prompt:,"IName:,","Completion:,",Xanthous Crown,IDescription:,"Crown made in imitation of a divine creature of Oolacile, land of ancient, golden sorceries.Xanthous clothing is the mark of a researcher of lost sorceries, and the oversized crown is emblematic of their work. Such a curious pursuit is surely nothing to be ashamed of. (Crown)",IType:
Prompt:,"IName:,","Completion:,",Xanthous Overcoat,IDescription:,"A mysterious item once worn by the Xanthous King Jeremiah, the legendary exile. No one knows where it came from. It may be tattered, but its bright yellow color still stings the eyes",IType:
Prompt:,"IName:,","Completion:,",Xanthous Overcoat,IDescription:,"Yellowish overcoat covering a band of brass medallions.Xanthous clothing is the mark of a researcher of lost sorceries, and the number of medallions denotes their success. A point of pride for the researchers, even if its signficance is lost on others. (Overcoat)Yellowish gloves.Xanthous clothing is the mark of a researcher of lost sorceries, and it is said that with golden sorceries, one could manipulate light. (Gloves)Yellowish trousers.Xanthous clothing is the mark of a researcher of lost sorceries, and it is said that with golden sorceries, one could manipulate light. (Trousers)",IType:
Prompt:,"IName:,","Completion:,",Yahar'gul Black Garb,IDescription:,"Thick black pullover worn by hunters of the Unseen Village. The hunters of Yahar'gul answer to the village's founders, the School of Mensis. Hunters in name only, these kidnappers blend into the night wearing this attire. Designed primarily to defend from physical attacks, the binding of thick rope serves both to protect its wearer, and restrain his foes.",IType:
Prompt:,"IName:,","Completion:,",Yamamura Hunter Hat,IDescription:,"A standard hunter's hat, worn by Yamamura the Wanderer. This hat and staff were given to him when he became a hunter and confederate of the League.",IType:
Prompt:,"IName:,","Completion:,",Yharnam Hunter Cap,IDescription:,"Ludwig, the first hunter of the Healing Church, once recruited Yharnamites to serve as hunters. This hunter's attire was made for new recruits, and has excellent straightforward defense. But not nearly enough to allow an ordinary man to stand any real chance against the beasts.",IType:
Prompt:,"IName:,","Completion:,",Yharnam Hunter Garb,IDescription:,"Ludwig, the first hunter of the Healing Church, once recruited Yharnamites to serve as hunters. This hunter's attire was made for new recruits, and has excellent straightforward defense. But not nearly enough to allow an ordinary man to stand any real chance against the beasts.",IType:
Prompt:,"IName:,","Completion:,",Zamor Armor,IDescription:,"Armor worn by knights of Zamor, hailed as heroes in the War against the Giants.These long-lived warriors, clad in biting, freezing winds, are said to have been the mortal enemies of the Fire Giants since time immemorial.",IType:
Prompt:,"IName:,","Completion:,",Zamor Mask,IDescription:,"Mask worn by knights of Zamor, hailed as heroes in the War against the Giants.These long-lived warriors, clad in biting, freezing winds, are said to have been the mortal enemies of the Fire Giants since time immemorial.",IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",,IDescription:,,IType:
